"spellID","Name","Description"
211073,"Desiccating Stomp","Desiccating Stomp inflicts 4,274,812 Shadow damage split among all enemies within 8 yards. If no enemies are damaged by Desiccating Stomp it causes Desiccation."
211619,"Replenishing Roots","Replenishes 3% of max mana every 1 sec."
211714,"Thal'kiel's Consumption","Thal'kiel drains 10% of the life from your demon servants and unleashes a blast of Shadow damage at your current target equal to the life he stole."
211727,"Thal'kiel's Discord","Deals 7,336 Shadow damage."
211740,"Titanic Power",""
211766,"Retrieving the Skull of the Man'ari",""
211881,"Fel Eruption","Impales the target for 244,881 Chaos damage and stuns them for 2 sec.  Inflicts an additional 100% damage against targets permanently immune to stuns."
211970,"Overcharged",""
211989,"Unbound Touch","The Unbound Touch grants immunity to Shadow damage and movement impairing effects for 4 sec and increases movement speed by 75%. Causes Unbound Essence to allies within 6 yards after 4 sec."
212036,"Mass Resurrection","Brings all dead party members back to life with 35% health and mana. Cannot be cast when in combat."
212044,"Aluneth Drinks","The Greatstaff of the Magna is devouring nearby sources of arcane energy."
212048,"Ancestral Vision","Returns all dead party members to life with 35% of maximum health and mana.  Cannot be cast when in combat."
212051,"Reawaken","Returns all dead party members to life with 35% of maximum health and mana.  Cannot be cast when in combat."
212056,"Absolution","Returns all dead party members to life with 35% of maximum health and mana.  Cannot be cast when in combat."
212084,"Fel Devastation","Unleash the fel within you, damaging enemies directly in front of you for 204,080 Fire damage over 1.9 sec. Causing damage also heals you for up to 510,170 health."
212283,"Symbols of Death","Invoke ancient symbols of power, increasing all damage you deal by 20% for 35 sec, and causing your next Shadowstrike to critically strike. Unaffected by the global cooldown."
212333,"Cleaver","Hack at the enemy, dealing 125% of normal melee damage."
212338,"Vile Gas","Hack at the enemy, dealing 125% of normal melee damage."
212383,"Gastric Bloat","Produce excess bile, becoming coated in it, reducing all damage taken by 50% for 10 sec."
212384,"Protective Bile","Produce excess bile, becoming coated in it, reducing all damage taken by 50% for 10 sec."
212436,"Butchery","Strike all nearby enemies in a flurry of strikes, inflicting 80,097 Physical damage to each."
212459,"Call Fel Lord","Summon a fel lord to guard the location. Any enemy that comes within 6 yards will suffer high damage and be stunned for 1 sec."
212653,"Shimmer","Teleports you 20 yards forward, unless something is in the way. Unaffected by the global cooldown and castable while casting. Max 2 charges."
212726,"Forces of Nightmare","Calling the Forces of Nightmare to aid Cenarius. If not Cleansed, an Ally of Nightmare will spawn after 10 sec."
212869,"Imparting Wisdom",""
212994,"Retrieving the Fangs of Ashamane",""
213043,"Power Thrusters","Increases movement speed by 200% for 4 sec."
213045,"Steam Clean","Flush the engine, releasing piping hot steam and inflicting Physical damage to nearby enemies every 1 sec for 4 sec."
213075,"Portal: Archmage Vargoth's Retreat","Creates a portal, teleporting group members that use it to Archmage Vargoth's Retreat."
213241,"Felblade","Charge to your target and deal 116,823 Fire damage.



Demon's Bite has a chance to reset the cooldown of Felblade.



Generates 30 Fury."
213398,"Soulburn","Consumes a Soul Shard, increasing the duration of your next Unstable Affliction by 10 sec. Lasts 10 sec."
213435,"Wanderer's Special","Drink deep from Fu Zan's special Brew, granting you the power of flaming breath, fortitude, or elusiveness."
213522,"Cursed Crew","At 100 energy, Captain Hring summons forth his Cursed Crewmen to assist him."
213610,"Holy Ward","Wards the friendly target against the next full loss of control effect."
213634,"Purify Disease","Removes all Disease effects from a friendly target."
213644,"Cleanse Toxins","Cleanses a friendly target, removing all Poison and Disease effects."
213721,"Fate and Fortune Blood Drinking Aura",""
213757,"Execution Sentence","A hammer slowly falls from the sky, dealing 224,474 Holy damage after 6.7 sec."
214074,"Aluneth Charge Whispers Half-Hour Timer",""
214077,"Aluneth Charge Whispers",""
214098,"Summon Aluneth Charge Bunny",""
214326,"Exploding Keg","Hurls a flaming keg at the target location, dealing 204,069 Fire damage to nearby enemies and causing them to miss their melee attacks for the next 3 sec."
214330,"Scepter of Tides AFK Aura",""
214621,"Schism","Attack the enemy's soul with a surge of Shadow energy, dealing 29,342 Shadow damage and increasing damage that you deal to the target by 30% for 6 sec."
214903,"The Hungering Maw","The endless hunger of the Maw bolsters your lifeforce.



Increases total health by 1%."
214904,"Soulbiter","Your blades thirst for souls, tearing away at the essence of those they strike.



Increases all damage by 1%."
214906,"Fleshsearer","The darkened blade sears flesh on contact, leaving victims in agony.



 Increases all damage by 1%."
214907,"Chaos Burn","The unstable chaotic energies within the blades burn away at enemy flesh.



Increases all damage by 1%."
214909,"Soulgorger","The power of countless souls drained by the blades now reinforce your lifeforce.



Increases total health by 1%."
214910,"Goldrinn's Fury","Your control over Goldrinn's power grows, allowing your spells to become increasingly devastating.



Increases all damage by 1%."
214911,"Fangs of the First","Your bond with the avatar of Ashamane strengthens, allowing you to further channel her great power.



Increases all damage by 1%."
214912,"Ursoc's Bond","Your bond with Ursoc's mighty avatar grows stronger by the day, making you more resilient to enemy attacks.



Increases total health by 1%."
214913,"G'Hanir's Bloom","As the forests grow, so too does G'Hanir, even in it's diminished state. Your spells blossom with increasing effectiveness.



Increases healing done by 1%."
214915,"Windflight Arrows","The ancient magic within this bow grants increasing power over the wind, allowing arrows to slice through the air with ease, to lethal effect.



Increases all damage by 1%."
214916,"Voice of the Wild Gods","Wild Gods of many names look to the spearbearer as their champion. More and more of their power flows through you as long as Talonclaw is yours to wield.



Increases all damage by 1%."
214917,"Ancient Power","The chaotic entity Aluneth bends to your will, further empowering your spells.

 

Increases Arcane damage by 1%."
214918,"Empowered Spellblade","Felo'melorn acts as a conduit for your spells, further empowering their devastating effects.



Increases Fire damage by 1%."
214919,"Spellborne","Power flows freely through Ebonchill, allowing you to harness more and more of it's frightening potential.



Increases Frost damage by 1%."
214920,"Wanderer's Hardiness","The power within Fu Zan seeps into your very being, increasing your hardiness in battle.



Increases total health by 1%."
214921,"Mistweaving","Sheilun's power over the mists, almost overwhelming at first, has become second-nature over time, allowing you even greater mastery of your powers.



Increases healing done by 1%."
214922,"Windborne Blows","The wind whispers your name, and flows behind your fists. The longer you spend with the Fists of the Heavens, the more furious your blows.



Increases all damage by 1%."
214923,"Silver Touch","Your just cause and actions bond you with the hammer of the mighty watcher Tyr, and through it, your righteous spells grow increasingly powerful.



Increases healing done by 1%."
214924,"Unrelenting Light","As its power increases, Truthguard shrugs off blows with increasing ease.



Increases Armor by 2%."
214925,"Forbidden Flame","The unstable power within Light's Wrath succumbs to your command, further empoweirng your spells.



Increases all damage by 1%."
214927,"Darkening Whispers","Xal'atath whispers dark words of power into your ear, granting you secret knowledge to make your spells increasingly powerful.



Increases Shadow damage by 1%."
214928,"Slayer's Precision","Countless kills have only increased the deadliness of these already fearsome blades.



Increases all damage by 1%."
214929,"Cursed Steel","The cursed blades fill you with unsettling amounts of power, further increasing the deadliness of your strikes.



Increases all damage by 1%."
214930,"Legionblade","The more you fight with the fangs, the more quickly and precisely they seem to strike.



Increases all damage by 1%."
214931,"Stormkeeper's Power","Harnessing the power of Ra-den, your spells become increasingly devastating.



Increases all damage by 1%."
214932,"Earthshattering Blows","Your mastery of doomhammer increases, further empowering your attacks.



Increases all damage by 1%."
214933,"Flow of the Tides","Immense power flows through Sharas'dal, and your mastery of it only increases over time



Increases healing done by 1%."
214934,"Soulstealer","Ulthalesh heeds your call, deeply scarring enemies afflicted by your magic.



Increases all damage by 1%."
214935,"Thal'kiel's Lingering Power","Thal'kiel succumbs to your will, further increasing your power.



Increases all damage by 1%."
214936,"Stolen Power","Continue to unlock the power within Sargeras' scepter, and in the distant realms to which it is tied.



Increases all damage by 1%."
214937,"Unbreakable Steel","As your expertise with Strom'kar grows, its attacks grow increasingly devastating.



Increases all damage by 1%."
214939,"Unbreakable Bulwark","A Scale of Neltharion is nearly unbreakable, and the power poured into the ancient shield has only redoubled that boast.



Increases Armor by 2%."
215258,"Bringing the Light...",""
215373,"Punch Out!","Taurson winds up and throws a massive uppercut, inflicting heavy Physical damage in a cone in front of him."
215377,"The Maw Must Feed","The Maw of the Damned has feasted on the soul of a non-elite humanoid or demon creature, providing a 1% damage increase."
215661,"Justicar's Vengeance","A weapon strike that deals 163,254 Holy damage and restores health equal to the damage done.



Deals 100% additional damage and healing when used against a stunned target."
215854,"Truthseeker",""
216008,"Divine Light","Heals a friendly target for 31,177, and reduces all damage the target receives by 10% for 6 sec. Stacks up to 3 times."
216318,"The Silver Hand","Armor increased by 30%."
216516,"Ancient Dream","The Emerald Drake has granted the target with an Ancient Dream, increasing healing received by 20%."
216695,"Tormented Souls","Activate Reap Souls to consume all Tormented Souls collected by Ulthalesh, increasing your damage by 10% and doubling the effect of all of Ulthalesh's other traits for 5 sec per soul consumed."
